Easting,Northing,Lat,Long,Severity_of_casualty,Casualty_Class,Sex,Age,Date,Day,Hour,Local_authority,Vehicle_type,Pedestrian_Locality
530620,182040,51.52218245,-0.118645422,Serious,Pedestrian,Female,31,15/04/2010,Thursday,13,Camden,Pedal_cycle,Not_a_pedestrian
527670,180850,51.51216175,-0.161573649,Serious,Driver_or_rider,Male,37,20/04/2010,Tuesday,7,Westminster,Pedal_cycle,Not_a_pedestrian
524860,181960,51.52276488,-0.201653136,Serious,Pedestrian,Female,12,20/04/2010,Tuesday,15,Westminster,Car,Not_a_pedestrian
529010,180300,51.50691487,-0.142475232,Serious,Pedestrian,Female,18,24/04/2010,Saturday,17,Westminster,Taxi/Private_hire_car,Not_a_pedestrian
528690,181150,51.51462666,-0.146773426,Serious,Pedestrian,Male,36,25/04/2010,Sunday,2,Westminster,Bus_or_coach_(17_or_more_pass_seats),Crossing_elsewhere_within_50m._of_ped.crossing
529980,182300,51.52466651,-0.12776915,Serious,Driver_or_rider,Male,49,29/04/2010,Thursday,17,Camden,Pedal_cycle,Not_a_pedestrian
529820,181370,51.5163455,-0.130416654,Serious,Pedestrian,Female,20,06/05/2010,Thursday,13,Camden,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
529720,180360,51.50729172,-0.132228522,Serious,Driver_or_rider,Male,22,03/05/2010,Monday,4,Westminster,Car,Not_a_pedestrian
530370,179660,51.5008515,-0.123126535,Serious,Pedestrian,Male,46,06/05/2010,Thursday,12,Westminster,Taxi/Private_hire_car,Not_a_pedestrian
527750,181920,51.52175977,-0.160033747,Serious,Passenger,Female,67,08/05/2010,Saturday,8,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
526100,182060,51.52338838,-0.183753506,Serious,Driver_or_rider,Female,23,08/05/2010,Saturday,6,Westminster,Car,"In_carriageway,_crossing_elsewhere"
528440,179880,51.50327006,-0.150836719,Serious,Driver_or_rider,Male,51,10/05/2010,Monday,15,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
525500,182610,51.52846482,-0.192201568,Serious,Driver_or_rider,Male,14,12/05/2010,Wednesday,20,Westminster,Pedal_cycle,Not_a_pedestrian
528440,183650,51.53715085,-0.14946316,Serious,Pedestrian,Male,38,28/04/2010,Wednesday,9,Camden,Car,Not_a_pedestrian
528170,178800,51.49362534,-0.15511686,Serious,Driver_or_rider,Male,38,14/05/2010,Friday,13,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
529700,182630,51.52769648,-0.131681519,Serious,Pedestrian,Female,unknown,14/05/2010,Friday,18,Camden,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
530340,179660,51.50085842,-0.123558503,Serious,Driver_or_rider,Male,34,16/05/2010,Sunday,1,Westminster,Car,Not_a_pedestrian
528380,182220,51.52431315,-0.150848853,Serious,Driver_or_rider,Male,25,17/05/2010,Monday,18,Westminster,Pedal_cycle,Not_a_pedestrian
529040,184000,51.54015958,-0.140688635,Serious,Pedestrian,Male,21,09/05/2010,Sunday,3,Camden,Car,"In_carriageway,_not_crossing"
530480,181700,51.51915925,-0.120788039,Serious,Pedestrian,Male,54,19/05/2010,Wednesday,6,Camden,Motorcycle_over_500cc,Not_a_pedestrian
529090,184040,51.54050764,-0.139953402,Serious,Driver_or_rider,Male,26,21/05/2010,Friday,14,Camden,Car,Not_a_pedestrian
530090,182800,51.52913464,-0.125999888,Serious,Driver_or_rider,Male,28,23/04/2010,Friday,17,Camden,Motorcycle_over_500cc,Not_a_pedestrian
529350,181640,51.51887966,-0.13708743,Serious,Pedestrian,Male,67,25/05/2010,Tuesday,12,Westminster,Goods_3.5_tonnes_maximum_gross_weight_or_under,Crossing_on_ped._crossing_facility
529900,181010,51.51309186,-0.129396959,Serious,Pedestrian,Male,27,26/05/2010,Wednesday,21,Westminster,Taxi/Private_hire_car,Not_a_pedestrian
527640,180940,51.51297735,-0.16197316,Serious,Driver_or_rider,Female,31,20/05/2010,Thursday,20,Westminster,Pedal_cycle,Not_a_pedestrian
526690,180890,51.5127416,-0.175674113,Serious,Pedestrian,Male,32,27/05/2010,Thursday,16,Westminster,Car,Not_a_pedestrian
529310,180420,51.5079248,-0.138110961,Serious,Driver_or_rider,Female,39,16/05/2010,Sunday,1,Westminster,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
528450,184340,51.54334956,-0.149067377,Serious,Driver_or_rider,Male,22,29/05/2010,Saturday,4,Camden,Motor_cycle_125cc_and_under,Crossing_elsewhere_within_50m._of_ped.crossing
528890,183860,51.53893565,-0.142901586,Serious,Pedestrian,Male,unknown,29/05/2010,Saturday,23,Camden,Motor_cycle_125cc_and_under,Not_a_pedestrian
529110,184320,51.5430194,-0.139562508,Serious,Driver_or_rider,Male,26,21/04/2010,Wednesday,18,Camden,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
528740,180080,51.50499926,-0.146443783,Serious,Pedestrian,Male,59,11/05/2010,Tuesday,9,Westminster,Taxi/Private_hire_car,Not_a_pedestrian
528930,180780,51.51124684,-0.143451872,Serious,Driver_or_rider,Male,36,25/05/2010,Tuesday,17,Westminster,Motorcycle_over_500cc,"In_carriageway,_crossing_elsewhere"
527680,182190,51.52420207,-0.160944348,Serious,Pedestrian,Female,5,13/06/2010,Sunday,14,Westminster,Car,Crossing_on_ped._crossing_facility
527470,181260,51.51589154,-0.164306013,Serious,Driver_or_rider,Male,43,14/06/2010,Monday,8,Westminster,Pedal_cycle,Crossing_on_ped._crossing_facility
525280,184380,51.54442086,-0.194741727,Serious,Driver_or_rider,Male,37,23/05/2010,Sunday,4,Camden,Pedal_cycle,Not_a_pedestrian
529720,180270,51.5064829,-0.132261614,Serious,Pedestrian,Male,12,15/06/2010,Tuesday,14,Westminster,Car,"In_carriageway,_not_crossing"
526870,182500,51.52717041,-0.172502146,Serious,Driver_or_rider,Male,8,24/05/2010,Monday,18,Westminster,Pedal_cycle,Not_a_pedestrian
526760,180770,51.51164747,-0.174709027,Serious,Passenger,Male,70,06/06/2010,Sunday,17,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
526050,180980,51.51369345,-0.184859964,Serious,Driver_or_rider,Male,30,16/06/2010,Wednesday,19,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
528540,180120,51.50540422,-0.149309297,Serious,Driver_or_rider,Male,25,16/06/2010,Wednesday,7,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
526810,185550,51.55459426,-0.172268288,Serious,Passenger,Female,52,18/06/2010,Friday,13,Camden,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
526400,184550,51.54569918,-0.178538005,Serious,Driver_or_rider,Male,33,04/06/2010,Friday,15,Camden,Motorcycle_over_500cc,Not_a_pedestrian
529410,182010,51.52219107,-0.13608732,Serious,Pedestrian,Male,46,21/06/2010,Monday,20,Camden,Car,Not_a_pedestrian
528840,177940,51.48574444,-0.145784633,Serious,Driver_or_rider,Male,30,22/06/2010,Tuesday,9,Westminster,Pedal_cycle,Crossing_elsewhere_within_50m._of_ped.crossing
526260,181750,51.52056667,-0.181559508,Serious,Driver_or_rider,Female,41,12/06/2010,Saturday,20,Westminster,Car,Not_a_pedestrian
528940,178380,51.48967592,-0.14418462,Serious,Driver_or_rider,Female,53,22/06/2010,Tuesday,18,Westminster,Car,"In_carriageway,_crossing_elsewhere"
526350,181700,51.52009721,-0.180280924,Serious,Driver_or_rider,Male,61,23/06/2010,Wednesday,16,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
529590,183500,51.53554029,-0.132946347,Serious,Pedestrian,Female,28,15/06/2010,Tuesday,20,Camden,Taxi/Private_hire_car,Not_a_pedestrian
528780,181170,51.51478591,-0.145469813,Serious,Pedestrian,Female,29,26/06/2010,Saturday,17,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
528940,180930,51.51259259,-0.14325301,Serious,Driver_or_rider,Male,37,26/06/2010,Saturday,15,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
528650,183600,51.53665373,-0.146455213,Serious,Passenger,Female,49,28/06/2010,Monday,21,Camden,Car,"In_carriageway,_crossing_elsewhere"
529910,181010,51.51308956,-0.129252931,Serious,Passenger,Male,64,26/06/2010,Saturday,23,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
528990,180950,51.51276093,-0.142525556,Serious,Pedestrian,Female,45,30/06/2010,Wednesday,15,Westminster,Car,Not_a_pedestrian
526860,181710,51.52007289,-0.172930569,Serious,Pedestrian,Male,28,04/07/2010,Sunday,1,Westminster,Car,Not_a_pedestrian
529240,179190,51.4968869,-0.13956953,Serious,Passenger,Male,unknown,07/07/2010,Wednesday,20,Westminster,Bus_or_coach_(17_or_more_pass_seats),"In_carriageway,_crossing_elsewhere"
527020,183020,51.53180998,-0.170153541,Serious,Pedestrian,Female,31,06/07/2010,Tuesday,16,Westminster,Car,Not_a_pedestrian
530070,181300,51.51565897,-0.126841516,Serious,Driver_or_rider,Male,39,06/07/2010,Tuesday,10,Camden,Motorcycle_over_125cc_and_up_to_500cc,Crossing_elsewhere_within_50m._of_ped.crossing
529520,184630,51.54571149,-0.133539432,Serious,Pedestrian,Female,16,06/07/2010,Tuesday,15,Camden,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
528490,179880,51.5032587,-0.150116724,Serious,Driver_or_rider,Male,40,09/07/2010,Friday,17,Westminster,Taxi/Private_hire_car,Crossing_elsewhere_within_50m._of_ped.crossing
529080,180350,51.50734825,-0.14144887,Serious,Driver_or_rider,Male,30,12/07/2010,Monday,7,Westminster,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
528520,182100,51.52320291,-0.148875696,Serious,Driver_or_rider,Male,50,12/07/2010,Monday,17,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
528250,179560,51.50043733,-0.153688999,Serious,Driver_or_rider,Male,37,14/07/2010,Wednesday,9,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
527710,183360,51.53471006,-0.160088069,Serious,Driver_or_rider,Male,38,15/07/2010,Thursday,19,Westminster,Pedal_cycle,Not_a_pedestrian
525150,185440,51.55397607,-0.196238719,Serious,Driver_or_rider,Male,48,15/07/2010,Thursday,20,Camden,Car,"In_carriageway,_crossing_elsewhere"
526240,182630,51.52847978,-0.181532404,Serious,Passenger,Male,73,10/07/2010,Saturday,2,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
525340,181090,51.51483984,-0.195047374,Serious,Passenger,Female,20,09/07/2010,Friday,3,Westminster,Taxi/Private_hire_car,Not_a_pedestrian
530070,182800,51.52913924,-0.126288045,Serious,Driver_or_rider,Female,34,19/07/2010,Monday,14,Camden,Pedal_cycle,Not_a_pedestrian
530280,180330,51.50689341,-0.124175061,Serious,Driver_or_rider,Male,43,21/07/2010,Wednesday,8,Westminster,Pedal_cycle,Not_a_pedestrian
528410,178070,51.48701044,-0.151926979,Serious,Driver_or_rider,Male,32,22/07/2010,Thursday,7,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Unknown_or_other
527820,184680,51.546548,-0.158023848,Serious,Pedestrian,Female,60,26/07/2010,Monday,14,Camden,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
528770,184730,51.54678162,-0.144312745,Serious,Driver_or_rider,Male,32,13/07/2010,Tuesday,12,Camden,Pedal_cycle,Not_a_pedestrian
529900,180130,51.50518343,-0.129721027,Serious,Driver_or_rider,Female,36,27/07/2010,Tuesday,12,Westminster,Pedal_cycle,Not_a_pedestrian
530310,180300,51.5066169,-0.123754117,Serious,Driver_or_rider,Female,28,31/07/2010,Saturday,5,Westminster,Car,Not_a_pedestrian
528520,182100,51.52320291,-0.148875696,Serious,Driver_or_rider,Male,27,27/07/2010,Tuesday,17,Westminster,Motor_cycle_125cc_and_under,Crossing_on_ped._crossing_facility
527930,181400,51.51704584,-0.157629399,Serious,Driver_or_rider,Male,27,18/07/2010,Sunday,10,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
529360,181190,51.51483327,-0.137108485,Serious,Pedestrian,Male,27,02/08/2010,Monday,12,Westminster,Goods_3.5_tonnes_maximum_gross_weight_or_under,"In_carriageway,_crossing_elsewhere"
526980,181360,51.51690048,-0.171327981,Serious,Pedestrian,Male,60,28/07/2010,Wednesday,20,Westminster,Car,"In_carriageway,_crossing_elsewhere"
530530,180520,51.50854328,-0.120504557,Serious,Pedestrian,Male,34,28/07/2010,Wednesday,13,Westminster,Car,Crossing_on_ped._crossing_facility
530060,181230,51.51503219,-0.127011371,Serious,Pedestrian,Male,45,14/07/2010,Wednesday,21,Camden,Car,Not_a_pedestrian
529060,181240,51.51535116,-0.141411224,Serious,Passenger,Female,26,06/08/2010,Friday,2,Westminster,Bus_or_coach_(17_or_more_pass_seats),Crossing_on_ped._crossing_facility
529960,182710,51.52835572,-0.127906096,Serious,Pedestrian,Female,45,28/07/2010,Wednesday,12,Camden,Car,Crossing_on_ped._crossing_facility
528650,185710,51.5556161,-0.145684174,Serious,Passenger,Male,66,07/08/2010,Saturday,15,Camden,Car,Not_a_pedestrian
530950,181960,51.52138718,-0.113921315,Serious,Driver_or_rider,Male,27,02/08/2010,Monday,18,Camden,Pedal_cycle,Not_a_pedestrian
530340,180070,51.50454302,-0.123407064,Serious,Pedestrian,Male,25,09/08/2010,Monday,22,Westminster,Taxi/Private_hire_car,Crossing_on_ped._crossing_facility
530340,180070,51.50454302,-0.123407064,Serious,Pedestrian,Female,21,09/08/2010,Monday,22,Westminster,Taxi/Private_hire_car,Not_a_pedestrian
530910,182410,51.5254405,-0.114330408,Serious,Driver_or_rider,Female,32,30/07/2010,Friday,8,Camden,Pedal_cycle,Not_a_pedestrian
530800,182770,51.5287012,-0.11578152,Serious,Passenger,Female,35,10/08/2010,Tuesday,10,Islington,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
530090,182480,51.52625884,-0.126118009,Serious,Pedestrian,Male,12,16/08/2010,Monday,15,Camden,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
526500,180780,51.51179555,-0.178450159,Serious,Pedestrian,Male,11,11/08/2010,Wednesday,18,Westminster,Car,On_footway_or_verge
530050,180390,51.50748555,-0.127465137,Serious,Pedestrian,Male,39,21/08/2010,Saturday,22,Westminster,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
530850,180750,51.5105363,-0.115810827,Serious,Driver_or_rider,Male,22,22/08/2010,Sunday,15,Westminster,Pedal_cycle,Not_a_pedestrian
528720,182610,51.52774074,-0.145808193,Serious,Driver_or_rider,Female,25,10/08/2010,Tuesday,17,Camden,Pedal_cycle,Not_a_pedestrian
526540,183000,51.53173791,-0.177077092,Serious,Driver_or_rider,Male,40,09/07/2010,Friday,18,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
527080,185890,51.55758911,-0.168253136,Serious,Pedestrian,Male,75,27/08/2010,Friday,19,Camden,Car,Not_a_pedestrian
529140,185860,51.55685232,-0.138565116,Serious,Driver_or_rider,Male,42,27/08/2010,Friday,10,Islington,Taxi/Private_hire_car,Not_a_pedestrian
526740,182030,51.52297566,-0.174544161,Serious,Driver_or_rider,Male,27,31/08/2010,Tuesday,15,Westminster,Pedal_cycle,Not_a_pedestrian
531540,181640,51.51837448,-0.105541625,Serious,Pedestrian,Male,21,15/08/2010,Sunday,3,Camden,Car,Not_a_pedestrian
527150,182240,51.52477087,-0.16856183,Serious,Passenger,Female,unknown,23/07/2010,Friday,17,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
525280,181360,51.51727967,-0.195815677,Serious,Pedestrian,Male,4,02/09/2010,Thursday,20,Westminster,Car,Not_a_pedestrian
529320,180120,51.50522645,-0.138076915,Serious,Pedestrian,Female,40,03/09/2010,Friday,18,Westminster,Car,Not_a_pedestrian
529380,182420,51.52588256,-0.136368996,Serious,Pedestrian,Female,37,03/09/2010,Friday,15,Camden,Car,Not_a_pedestrian
526790,182510,51.52727823,-0.173651158,Serious,Passenger,Female,37,06/09/2010,Monday,21,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
529680,183910,51.53920426,-0.131498505,Serious,Pedestrian,Male,29,07/09/2010,Tuesday,11,Camden,Goods_3.5_tonnes_maximum_gross_weight_or_under,"In_carriageway,_crossing_elsewhere"
530630,180770,51.51076689,-0.118971843,Serious,Driver_or_rider,Male,37,07/09/2010,Tuesday,17,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
529220,180260,51.50650747,-0.139465681,Serious,Driver_or_rider,Male,48,06/09/2010,Monday,19,Westminster,Pedal_cycle,Crossing_on_ped._crossing_facility
528270,180310,51.50717303,-0.153128376,Serious,Driver_or_rider,Female,28,09/09/2010,Thursday,17,Westminster,Pedal_cycle,Not_a_pedestrian
530610,180850,51.51149045,-0.119230258,Serious,Pedestrian,Male,23,11/09/2010,Saturday,3,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
528970,180860,51.51195667,-0.142846525,Serious,Pedestrian,Male,7,11/09/2010,Saturday,14,Westminster,Car,Not_a_pedestrian
529590,180750,51.51082639,-0.133957379,Serious,Driver_or_rider,Male,23,13/09/2010,Monday,7,Westminster,Pedal_cycle,Not_a_pedestrian
529570,182150,51.52341259,-0.133730945,Serious,Driver_or_rider,Male,44,28/08/2010,Saturday,18,Camden,Pedal_cycle,Not_a_pedestrian
529260,180320,51.50703754,-0.138867665,Serious,Driver_or_rider,Male,33,02/09/2010,Thursday,14,Westminster,Motorcycle_over_125cc_and_up_to_500cc,"In_carriageway,_crossing_elsewhere"
530670,181840,51.52037353,-0.117999275,Serious,Passenger,Female,25,17/09/2010,Friday,8,Camden,Motor_cycle_125cc_and_under,Not_a_pedestrian
527170,182810,51.52988897,-0.168067987,Serious,Driver_or_rider,Male,28,30/08/2010,Monday,17,Westminster,Pedal_cycle,Not_a_pedestrian
530150,180200,51.50575505,-0.126095128,Serious,Pedestrian,Male,unknown,07/09/2010,Tuesday,9,Westminster,Other_motor_vehicle,Not_a_pedestrian
529850,181240,51.51517032,-0.130032411,Serious,Pedestrian,Female,25,22/09/2010,Wednesday,18,Westminster,Pedal_cycle,Not_a_pedestrian
529130,184080,51.54085798,-0.139362274,Serious,Driver_or_rider,Female,46,04/10/2010,Monday,19,Camden,Car,Not_a_pedestrian
527140,181010,51.51371907,-0.169149477,Serious,Driver_or_rider,Male,31,07/10/2010,Thursday,9,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
528690,181540,51.51813156,-0.146631084,Serious,Driver_or_rider,Male,43,09/10/2010,Saturday,14,Westminster,Taxi/Private_hire_car,Crossing_on_ped._crossing_facility
530070,180600,51.50936819,-0.127099683,Serious,Driver_or_rider,Male,40,08/10/2010,Friday,14,Westminster,Pedal_cycle,Not_a_pedestrian
529080,178830,51.49368813,-0.1420048,Serious,Pedestrian,Male,61,04/10/2010,Monday,13,Westminster,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
529930,181050,51.51344444,-0.128950137,Serious,Driver_or_rider,Male,39,08/10/2010,Friday,12,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
528520,182110,51.52329278,-0.14887205,Serious,Pedestrian,Female,22,12/10/2010,Tuesday,18,Westminster,Car,"In_carriageway,_crossing_elsewhere"
526580,183520,51.53640222,-0.176313858,Serious,Pedestrian,Female,22,23/09/2010,Thursday,16,Westminster,Car,Not_a_pedestrian
528680,182940,51.53071553,-0.146263979,Serious,Driver_or_rider,Male,44,01/10/2010,Friday,16,Camden,Car,Not_a_pedestrian
528680,182940,51.53071553,-0.146263979,Serious,Passenger,Female,7,01/10/2010,Friday,16,Camden,Car,"In_carriageway,_not_crossing"
531000,182510,51.52631833,-0.11299665,Serious,Driver_or_rider,Female,30,17/10/2010,Sunday,18,Islington,Pedal_cycle,Not_a_pedestrian
529540,185230,51.55109902,-0.133030364,Serious,Passenger,Female,47,20/10/2010,Wednesday,9,Camden,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
527630,179620,51.50111674,-0.162594741,Serious,Driver_or_rider,Male,45,20/10/2010,Wednesday,13,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
528540,177950,51.4859025,-0.150099312,Serious,Driver_or_rider,Male,35,19/10/2010,Tuesday,18,Kensington_and_Chelsea,Motorcycle_over_500cc,Not_a_pedestrian
530170,179660,51.50089755,-0.126006323,Serious,Passenger,Male,29,22/10/2010,Friday,22,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
529150,183160,51.53258546,-0.139411361,Serious,Pedestrian,Female,11,25/10/2010,Monday,13,Camden,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
528480,182250,51.52456004,-0.149397264,Serious,Driver_or_rider,Male,44,25/10/2010,Monday,10,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
530900,182580,51.52697057,-0.114411334,Serious,Driver_or_rider,Male,48,26/10/2010,Tuesday,18,Islington,Motorcycle_over_500cc,Not_a_pedestrian
528440,181310,51.51612141,-0.150316014,Serious,Driver_or_rider,Male,53,19/10/2010,Tuesday,15,Westminster,Pedal_cycle,Crossing_elsewhere_within_50m._of_ped.crossing
528360,181080,51.51407257,-0.151552053,Serious,Pedestrian,Female,20,29/10/2010,Friday,10,Westminster,Bus_or_coach_(17_or_more_pass_seats),On_footway_or_verge
526810,183170,51.53320519,-0.173125448,Serious,Driver_or_rider,Male,18,31/10/2010,Sunday,21,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
529450,183700,51.53736975,-0.134890234,Serious,Driver_or_rider,Male,43,25/10/2010,Monday,8,Camden,Pedal_cycle,Not_a_pedestrian
528000,183490,51.53581276,-0.155861967,Serious,Driver_or_rider,Male,45,24/10/2010,Sunday,10,Westminster,Pedal_cycle,Not_a_pedestrian
526770,179660,51.50166957,-0.174963857,Serious,Driver_or_rider,Male,48,07/11/2010,Sunday,6,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
